explanations,type,optional,name,block_order,item_order,showif,label,choice1,choice2
,"rating_button 1,7,1",,pd3fa9,pd3,2,condition == 9,...pretends to be seriously fouled by an opposing player during a local game?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3au9,pd3,2,condition == 9,...talks loudly and interrupts the mayor's speech to the public?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3li9,pd3,2,condition == 9,...pressures her daughter to become a famous evening news anchor?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3lo9,pd3,2,condition == 9,"...gets a job in a foreign nation where her home country is viewed fairly negatively; in order to fit in among their coworkers, Maria makes critical comments about their home country, though Maria does not believe them?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3sa9,pd3,2,condition == 9,...searches through the trash to find women's discarded underwear?,Very Unlikely,Very Likely
,submit,,p2_submit_9,,,,Next Question,,
,note,,prompt_sa39,sa3,1,condition == 9,"James has done the following: 
- marries his first cousin in an elaborate wedding
- offers to have oral sex with anyone in the bar while drunk
- looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that James:",,
,"rating_button 1,7,1",,sa3lo9,sa3,2,condition == 9,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, James makes critical comments about their home country, though James does not believe them?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3sa9,sa3,2,condition == 9,...searches through the trash to find women's discarded underwear?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3au9,sa3,2,condition == 9,"...takes his father's car out after curfew, against his father's wishes?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3po9,sa3,2,condition == 9,...goes to a birthday party for his friend but does not bring a gift?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3ca9,sa3,2,condition == 9,...makes fun of his brother for getting dumped by his girlfriend?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3li9,sa3,2,condition == 9,...imposes a curfew on all members of his immediate family?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3fa9,sa3,2,condition == 9,"...requires all his employees to split their bonuses evenly, even though some earn larger bonuses than others?",Very Unlikely,Very Likely
,submit,,p3_submit_9,,,,Next Question,,
,note,,prompt_li39,li3,1,condition == 9,"Jennifer has done the following: 
- tells her romantic partner that he must convert to her religion
- forces her daughter to enroll as a pre-med student in college
- pressures her daughter to become a famous evening news anchor

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Jennifer:",,
,"rating_button 1,7,1",,li3po9,li3,2,condition == 9,...tries to change the subject of conversation in the middle of her friend's sentence?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3ca9,li3,2,condition == 9,...makes fun of her brother for getting dumped by his girlfriend?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3sa9,li3,2,condition == 9,...looks at pornography in which an 18-year-old model has been digitally altered to look like he is 13?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3li9,li3,2,condition == 9,...imposes a curfew on all members of her immediate family?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3au9,li3,2,condition == 9,"...takes her father's car out after curfew, against his wishes?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3lo9,li3,2,condition == 9,...celebrates with the opposing team's players who just won the game?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3fa9,li3,2,condition == 9,"...hires her nephew for a job, instead of a more qualified applicant?",Very Unlikely,Very Likely
,submit,,p4_submit_9,,,,Next Question,,
,note,,attention_check_instructions_9,,,condition == 9,This question is solely intended to be an attention check. Please respond by selecting the number 1 for all the prompts below. You may ignore the text preceding the number options. ,,
,"rating_button 1,7,1",,attention_0_9,,,condition == 9,...is driving along an empty road and sees a woman who is clearly injured; he does not stop to help her?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_1_9,,,condition == 9,...leaves his family business to go work for their main competitor?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_2_9,,,condition == 9,...eats a T-bone steak with his hands in a fancy restaurant?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_3_9,,,condition == 9,...laughs when he realizes his friend's dad is a janitor?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_4_9,,,condition == 9,...is the leader of a club and tries to ban the wearing of hooded sweatshirts to club meetings?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_5_9,,,condition == 9,...offers to have oral sex with anyone in the bar while drunk?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_6_9,,,condition == 9,...is the leader of a club and bans members from wearing bright colors during club meetings?,Very Unlikely,Very Likely
,submit,,attention_submit_9,,,condition == 9,Next Question,,
,note,,prompt_lo310,lo3,1,condition == 10,"Steven has done the following: 
- jokes about the stupidity of people from his home country
- leaves his family business to go work for their main competitor
- cheats on his spouse with an ex-lover; his spouse does not find out about the infidelity

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Steven:",,
,"rating_button 1,7,1",,lo3au10,lo3,2,condition == 10,"...sends out an email to other employees at his company, calling their company president an ""idiot""?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3sa10,lo3,2,condition == 10,...eats the flesh of a deceased relative as part of a group funeral rite?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3lo10,lo3,2,condition == 10,...shares a secret that his best friend entrusted to him; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3fa10,lo3,2,condition == 10,...edges out another person in a long line?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3po10,lo3,2,condition == 10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3li10,lo3,2,condition == 10,...forces his daughter to enroll as a pre-med student in college?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,lo3ca10,lo3,2,condition == 10,...shoots geese repeatedly with a pellet gun out in the woods?,Very Unlikely,Very Likely
,submit,,p1_submit_10,,,,Next Question,,
,note,,prompt_pd310,pd3,1,condition == 10,"Maria has done the following: 
- talks loudly in class while the instructor is teaching
- tries to change the subject of conversation in the middle of her friend's sentence
- takes a shortcut on the course during the marathon in order to win

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Maria:",,
,"rating_button 1,7,1",,pd3ca10,pd3,2,condition == 10,...tells a boy that his older brother is much more attractive than him?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3sa10,pd3,2,condition == 10,"...takes part in a performance art piece in which a group of people act like animals for 30 minutes, including crawling around naked and urinating on stage?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3au10,pd3,2,condition == 10,"...sends out an email to other employees at her company, calling their company president an ""idiot""?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3li10,pd3,2,condition == 10,...is the leader of a club and bans members from wearing bright colors during club meetings?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3po10,pd3,2,condition == 10,...walks away while her conversation partner is still speaking?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3fa10,pd3,2,condition == 10,...edges out another person in a long line?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,pd3lo10,pd3,2,condition == 10,...shares a secret that her best friend entrusted to her; the secret is not damaging or embarrassing in any way and the friend never finds out that their secret has been shared?,Very Unlikely,Very Likely
,submit,,p2_submit_10,,,,Next Question,,
,note,,prompt_sa310,sa3,1,condition == 10,"James has done the following: 
- searches through the trash to find women's discarded underwear
- looks at pornography in which an 18-year-old model has been digitally altered to look like she is 13
- offers to have oral sex with anyone in the bar while drunk

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that James:",,
,"rating_button 1,7,1",,sa3lo10,sa3,2,condition == 10,"...gets a job in a foreign nation where his home country is viewed fairly negatively; in order to fit in among their coworkers, James makes critical comments about their home country, though James does not believe them?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3po10,sa3,2,condition == 10,...eats a T-bone steak with his hands in a fancy restaurant?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3ca10,sa3,2,condition == 10,...shoots geese repeatedly with a pellet gun out in the woods?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3au10,sa3,2,condition == 10,...has a long and loud conversation with a group of friends during a religious service?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3fa10,sa3,2,condition == 10,...bribes his landlord to be the first to get his apartment repainted?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3li10,sa3,2,condition == 10,...imposes a curfew on all members of his immediate family?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,sa3sa10,sa3,2,condition == 10,...marries his first cousin in an elaborate wedding?,Very Unlikely,Very Likely
,submit,,p3_submit_10,,,,Next Question,,
,note,,prompt_li310,li3,1,condition == 10,"Jennifer has done the following: 
- pressures her daughter to become a famous evening news anchor
- tells her romantic partner that he must convert to her religion
- is the leader of a club and bans members from wearing bright colors during club meetings

Given this information, how likely (1 - very unlikely to 7 - very likely) is it that Jennifer:",,
,"rating_button 1,7,1",,li3au10,li3,2,condition == 10,...talks loudly in class while the instructor is teaching?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3ca10,li3,2,condition == 10,...makes fun of her brother for getting dumped by his girlfriend?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3sa10,li3,2,condition == 10,...marries her first cousin in an elaborate wedding?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3lo10,li3,2,condition == 10,...cheats on her spouse with an ex-lover; the spouse does not find out about the infidelity?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3po10,li3,2,condition == 10,"...bumps into someone on the street while in a rush but does not say ""excuse me""?",Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3fa10,li3,2,condition == 10,...pretends to be seriously fouled by an opposing player during a local game?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,li3li10,li3,2,condition == 10,...forces her daughter to enroll as a pre-med student in college?,Very Unlikely,Very Likely
,submit,,p4_submit_10,,,,Next Question,,
,note,,attention_check_instructions_10,,,condition == 10,This question is solely intended to be an attention check. Please respond by selecting the number 1 for all the prompts below. You may ignore the text preceding the number options. ,,
,"rating_button 1,7,1",,attention_0_10,,,condition == 10,...imposes a curfew on all members of his immediate family?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_1_10,,,condition == 10,...leaves his family business to go work for their main competitor?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_2_10,,,condition == 10,...takes a shortcut on the course during the marathon in order to win?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_3_10,,,condition == 10,...celebrates with the opposing team's players who just won the game?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_4_10,,,condition == 10,...goes to a birthday party for his friend but does not bring a gift?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_5_10,,,condition == 10,...eats the flesh of a deceased relative as part of a group funeral rite?,Very Unlikely,Very Likely
,"rating_button 1,7,1",,attention_6_10,,,condition == 10,"...requires all his employees to split their bonuses evenly, even though some earn larger bonuses than others?",Very Unlikely,Very Likely
,submit,,attention_submit_10,,,condition == 10,Next Question,,
,note,,feedback_instructions,,,,"Thank you for your participation in this experiment! If there is anything you found confusing about the experiment, please make a note about it below. This section is optional. ",,
,text 500,*,feedback_text,,,,,,
,submit,,survey_submit,,,,Submit Responses,,
